duration,acc.death.rider,gender,premium.frequency,risk.state,underwriting.age,living.place,annual.premium,DJIA,surrender,allcause
19.11,NoRider,Female,Annual,Smoker,Young,Other,-0.19,-0.38,0,0
19.12,NoRider,Male,InfraAnnual,Smoker,Old,WestCoast,0.52,-0.3,1,1
19.12,NoRider,Female,Annual,NonSmoker,Young,Other,-0.88,-0.3,1,1
19.12,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.78,-0.4,1,1
19.12,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.18,-1.74,1,1
19.12,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.21,1.46,1,1
19.12,NoRider,Female,Other,Smoker,Young,Other,-0.72,-0.38,0,0
19.12,Rider,Male,Annual,NonSmoker,Old,Other,-0.8,-0.38,0,0
19.12,NoRider,Female,Annual,NonSmoker,Middle,Other,-1.01,-0.38,0,0
19.13,Rider,Male,InfraAnnual,NonSmoker,Young,WestCoast,-1.07,0.37,0,1
19.13,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.41,-0.38,0,0
19.13,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.41,-0.38,0,0
19.13,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,1.52,-0.38,0,0
19.14,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.5,0.35,1,1
19.14,NoRider,Male,Other,Smoker,Middle,EastCoast,1.22,-0.38,0,0
19.14,Rider,Male,Other,Smoker,Middle,Other,-0.58,-0.38,0,0
19.15,NoRider,Male,Other,NonSmoker,Old,Other,-0.3,0.45,1,1
19.16,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.73,-0.83,0,1
19.16,NoRider,Female,InfraAnnual,Smoker,Young,Other,2.38,2.13,1,1
19.16,Rider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.82,-0.38,0,0
19.16,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.32,-0.38,0,0
19.16,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.51,-0.38,0,0
19.18,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,2.96,0.35,1,1
19.18,Rider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.84,0.37,1,1
19.18,Rider,Female,InfraAnnual,NonSmoker,Young,Other,-1.02,-0.38,0,0
19.18,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.61,-0.38,0,0
19.19,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.4,-1.31,1,1
19.19,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.15,0.13,1,1
19.2,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.19,-0.2,1,1
19.2,NoRider,Male,Annual,Smoker,Middle,Other,0.0,-1.31,0,1
19.2,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.63,-0.38,0,0
19.2,Rider,Female,Annual,Smoker,Young,Other,0.1,-0.38,0,0
19.2,NoRider,Male,Other,NonSmoker,Middle,Other,-0.49,-0.38,0,0
19.2,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.86,-0.38,0,0
19.2,NoRider,Male,Other,Smoker,Young,Other,-0.62,-0.38,0,0
19.2,NoRider,Female,Annual,Smoker,Middle,Other,1.09,-0.38,0,0
19.21,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.44,0.35,1,1
19.21,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.96,-0.18,1,1
19.21,NoRider,Female,Annual,Smoker,Middle,Other,1.02,-0.4,1,1
19.21,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.78,1.42,1,1
19.21,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.04,-1.96,1,1
19.21,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.11,-0.38,0,0
19.21,NoRider,Female,Other,NonSmoker,Young,Other,0.83,-0.38,0,0
19.21,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.72,-0.38,0,0
19.21,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.91,-0.38,0,0
19.22,NoRider,Female,Annual,NonSmoker,Young,Other,0.05,-0.16,1,1
19.22,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.52,-0.38,0,0
19.23,NoRider,Female,Other,Smoker,Middle,Other,-0.73,-0.2,1,1
19.23,NoRider,Male,Other,Smoker,Young,EastCoast,-0.3,-0.16,1,1
19.23,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.8,0.37,1,1
19.23,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.07,0.55,1,1
19.23,NoRider,Female,Other,Smoker,Young,EastCoast,-0.42,-0.38,0,0
19.23,NoRider,Male,Other,NonSmoker,Young,EastCoast,0.44,0.15,1,1
19.23,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.99,-0.38,0,0
19.24,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.67,0.31,0,1
19.24,NoRider,Male,Annual,Smoker,Young,Other,0.72,-2.95,1,1
19.24,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.05,1.24,1,1
19.24,Rider,Male,Annual,NonSmoker,Young,EastCoast,-0.55,-4.53,0,1
19.24,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,0.83,2.05,0,1
19.24,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.88,-0.38,0,0
19.25,NoRider,Male,Annual,NonSmoker,Young,Other,-0.87,-0.3,1,1
19.25,NoRider,Female,Other,NonSmoker,Middle,Other,1.14,-0.38,0,0
19.25,Rider,Female,Annual,NonSmoker,Middle,EastCoast,-0.7,-0.38,0,0
19.26,NoRider,Male,Annual,NonSmoker,Old,EastCoast,-0.66,-0.16,0,1
19.26,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.03,-0.38,0,0
19.27,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.11,-0.18,1,1
19.27,NoRider,Female,Annual,Smoker,Middle,Other,-0.27,-0.18,1,1
19.27,NoRider,Female,Annual,NonSmoker,Young,Other,0.64,-0.38,0,0
19.29,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.04,1.34,1,1
19.29,Rider,Female,InfraAnnual,NonSmoker,Old,Other,-0.74,-0.38,0,0
19.29,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.45,-0.38,0,0
19.29,NoRider,Female,Other,NonSmoker,Middle,Other,0.96,-0.38,0,0
19.3,NoRider,Female,InfraAnnual,Smoker,Young,Other,3.07,0.51,1,1
19.3,NoRider,Female,Annual,NonSmoker,Young,EastCoast,2.8,2.05,0,1
19.3,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.47,-0.38,0,0
19.31,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,0.63,0.27,1,1
19.31,NoRider,Male,Other,Smoker,Old,Other,-0.4,-0.38,0,0
19.32,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.52,0.35,0,1
19.32,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.45,-0.18,0,1
19.32,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,0.27,-0.38,0,0
19.32,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.59,-0.38,0,0
19.32,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.63,-0.38,0,0
19.33,Rider,Male,Other,Smoker,Young,Other,2.3,0.31,0,1
19.33,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.45,0.71,0,1
19.33,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.32,-0.38,0,0
19.33,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.96,-0.38,0,0
19.34,NoRider,Male,Annual,Smoker,Young,Other,2.28,-0.4,1,1
19.34,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.95,-0.38,0,0
19.35,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.97,-0.18,1,1
19.35,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.5,1.24,1,1
19.35,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.3,1.46,1,1
19.35,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,0.16,-0.38,0,0
19.36,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.43,-0.6,1,1
19.36,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.8,1.42,1,1
19.36,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.88,-0.38,0,0
19.36,NoRider,Female,Annual,Smoker,Young,Other,0.01,-0.38,0,0
19.36,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.83,-0.38,0,0
19.36,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.04,-0.38,0,0
19.37,Rider,Female,Annual,NonSmoker,Middle,EastCoast,-1.0,0.17,0,1
19.37,NoRider,Female,Annual,NonSmoker,Young,Other,-0.65,-0.38,0,0
19.38,NoRider,Female,Other,NonSmoker,Young,Other,0.45,-0.4,1,1
19.38,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.76,-0.38,0,0
19.41,NoRider,Male,Annual,Smoker,Young,Other,-0.17,0.27,0,1
19.41,NoRider,Female,Other,Smoker,Middle,Other,-0.17,1.2,1,1
19.41,Rider,Male,InfraAnnual,NonSmoker,Young,Other,-1.04,0.15,0,1
19.41,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.7,-0.38,0,0
19.42,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,1.21,-0.16,1,1
19.42,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.36,0.31,1,1
19.42,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.51,-2.95,1,1
19.42,NoRider,Female,Other,NonSmoker,Old,Other,0.53,1.34,1,1
19.42,NoRider,Female,Annual,Smoker,Young,Other,-0.92,-0.36,1,1
19.42,Rider,Female,Other,NonSmoker,Young,Other,-0.25,-0.38,0,0
19.42,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.67,-0.38,0,0
19.43,NoRider,Female,InfraAnnual,Smoker,Young,WestCoast,-0.34,-1.96,1,1
19.43,NoRider,Female,Annual,NonSmoker,Old,Other,-0.17,-0.38,0,0
19.44,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.19,1.46,1,1
19.44,Rider,Female,Annual,NonSmoker,Old,Other,-0.91,-0.38,0,0
19.44,NoRider,Female,Other,Smoker,Young,Other,-0.33,-0.38,0,0
19.44,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.25,-0.38,0,0
19.45,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,0.93,-0.83,0,1
19.45,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.07,-0.4,1,1
19.45,NoRider,Male,Annual,NonSmoker,Middle,EastCoast,1.55,-0.4,1,1
19.46,NoRider,Female,Other,Smoker,Middle,Other,0.77,1.24,1,1
19.46,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.06,1.46,1,1
19.47,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.09,0.98,1,1
19.47,NoRider,Male,Other,Smoker,Young,Other,-0.65,1.34,0,1
19.47,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.55,1.24,1,1
19.48,NoRider,Male,Other,Smoker,Young,Other,0.34,-0.18,1,1
19.48,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.4,-0.4,1,1
19.48,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,0.82,-0.66,1,1
19.48,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.92,-0.38,0,0
19.48,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.03,-0.38,0,0
19.49,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.42,1.34,1,1
19.49,NoRider,Male,Other,Smoker,Young,EastCoast,0.16,-0.38,0,0
19.49,NoRider,Male,Other,Smoker,Middle,Other,-1.0,-0.38,0,0
19.51,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,0.06,-0.6,1,1
19.51,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.12,0.11,0,1
19.53,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.8,-0.18,0,1
19.53,NoRider,Male,Annual,Smoker,Middle,Other,-0.29,1.24,1,1
19.53,Rider,Female,InfraAnnual,Smoker,Young,Other,0.32,2.05,0,1
19.53,Rider,Male,InfraAnnual,Smoker,Young,Other,1.28,0.55,0,1
19.54,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.41,1.56,1,1
19.54,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.11,-0.38,0,0
19.54,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,0.73,-0.38,0,0
19.55,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.62,-0.16,1,1
19.55,NoRider,Male,Annual,Smoker,Young,Other,-0.54,0.51,0,1
19.56,NoRider,Male,Annual,NonSmoker,Young,EastCoast,-0.44,1.2,0,1
19.56,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.55,-1.96,0,1
19.56,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.91,-0.38,0,0
19.57,NoRider,Male,Other,Smoker,Middle,Other,2.17,-0.4,0,1
19.58,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.57,0.98,1,1
19.58,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.75,0.55,0,1
19.58,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.79,-0.38,0,0
19.59,Rider,Male,InfraAnnual,NonSmoker,Young,Other,-0.12,0.98,1,1
19.59,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.37,-4.53,0,1
19.59,NoRider,Male,Annual,Smoker,Young,Other,0.12,2.13,1,1
19.59,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-1.04,2.05,0,1
19.59,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.77,-0.38,0,0
19.6,Rider,Male,InfraAnnual,Smoker,Young,Other,-0.73,-0.2,0,1
19.6,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.3,-1.31,1,1
19.6,NoRider,Female,Other,Smoker,Young,Other,-0.33,0.31,0,1
19.6,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.91,-0.38,0,0
19.6,NoRider,Male,Annual,NonSmoker,Old,EastCoast,-0.98,-0.38,0,0
19.6,NoRider,Male,Other,NonSmoker,Young,Other,-0.45,-0.38,0,0
19.62,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.87,-0.18,1,1
19.62,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.93,0.45,1,1
19.63,NoRider,Male,InfraAnnual,NonSmoker,Middle,WestCoast,-0.8,-0.36,1,1
19.63,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.55,0.45,0,1
19.63,NoRider,Female,Other,Smoker,Young,Other,-0.4,-0.38,0,0
19.63,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.72,-0.38,0,0
19.64,NoRider,Female,Other,NonSmoker,Young,Other,-0.16,0.31,1,1
19.64,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.15,-0.38,0,0
19.64,Rider,Male,Annual,Smoker,Young,Other,0.73,-0.38,0,0
19.65,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.76,0.35,1,1
19.65,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.73,0.37,0,1
19.65,NoRider,Female,Other,Smoker,Middle,Other,-0.88,-0.38,0,0
19.66,NoRider,Male,Annual,NonSmoker,Young,Other,-0.42,0.35,0,1
19.66,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,-0.15,-0.4,1,1
19.66,Rider,Male,InfraAnnual,NonSmoker,Young,Other,-0.72,-0.36,1,1
19.66,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.28,-0.38,0,0
19.67,NoRider,Female,Other,NonSmoker,Young,EastCoast,-0.88,-0.36,1,1
19.67,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.07,-0.38,0,0
19.67,NoRider,Female,Annual,Smoker,Young,Other,8.43,-0.38,0,0
19.68,Rider,Female,Annual,NonSmoker,Young,Other,3.87,-0.2,1,1
19.68,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,4.77,-0.6,1,1
19.68,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.52,0.17,1,1
19.68,NoRider,Male,Other,Smoker,Young,Other,-0.37,-0.38,0,0
19.68,NoRider,Male,InfraAnnual,Smoker,Old,Other,1.51,-0.38,0,0
19.68,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.44,-0.38,0,0
19.69,Rider,Female,Other,NonSmoker,Middle,WestCoast,-0.52,0.98,1,1
19.69,NoRider,Male,Annual,Smoker,Young,Other,1.37,0.45,1,1
19.69,Rider,Male,Annual,NonSmoker,Young,Other,-0.38,1.2,1,1
19.69,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.31,-0.38,0,0
19.7,Rider,Female,Annual,NonSmoker,Middle,Other,-0.34,-0.16,1,1
19.7,NoRider,Male,Annual,NonSmoker,Old,Other,-0.77,0.35,1,1
19.7,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.81,-0.38,0,0
19.71,NoRider,Male,Annual,Smoker,Young,Other,-0.48,-0.83,0,1
19.71,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,3.41,1.16,1,1
19.71,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.76,1.56,1,1
19.71,Rider,Female,Other,NonSmoker,Young,Other,-0.65,-1.96,0,1
19.71,Rider,Male,Annual,Smoker,Old,Other,1.97,-0.38,0,0
19.73,NoRider,Male,Other,NonSmoker,Young,Other,2.39,-0.18,1,1
19.73,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.62,0.98,1,1
19.73,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.18,0.37,1,1
19.73,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.97,-0.38,0,0
19.73,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.62,-0.38,0,0
19.74,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.61,-0.6,1,1
19.74,NoRider,Female,Annual,NonSmoker,Old,Other,-0.87,0.0,0,1
19.74,Rider,Male,Other,NonSmoker,Middle,Other,-0.56,-0.38,0,0
19.74,Rider,Female,Other,NonSmoker,Old,Other,-0.83,-0.38,0,0
19.75,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,0.41,-2.44,1,1
19.75,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,2.43,-0.38,0,0
19.75,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.51,-0.38,0,0
19.75,NoRider,Male,Other,NonSmoker,Middle,Other,-0.11,-0.38,0,0
19.76,NoRider,Male,Annual,Smoker,Old,Other,-0.78,-0.16,1,1
19.76,NoRider,Female,Other,NonSmoker,Young,WestCoast,-0.49,-0.18,1,1
19.76,NoRider,Female,Annual,Smoker,Young,Other,-1.07,-0.38,0,0
19.76,NoRider,Female,Annual,NonSmoker,Middle,EastCoast,-1.07,-0.38,0,0
19.77,NoRider,Male,Other,NonSmoker,Middle,Other,1.31,0.35,1,1
19.77,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.41,0.37,1,1
19.78,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.15,0.35,1,1
19.78,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.1,-0.4,1,1
19.79,NoRider,Male,Annual,Smoker,Young,EastCoast,-0.8,2.05,0,1
19.79,NoRider,Male,Other,Smoker,Young,Other,-0.41,-0.38,0,0
19.8,NoRider,Female,Other,NonSmoker,Young,Other,1.07,-0.38,0,0
19.81,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.77,0.37,0,1
19.81,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.35,1.46,0,1
19.81,NoRider,Female,Other,NonSmoker,Young,Other,-0.94,0.15,0,1
19.82,NoRider,Male,Annual,NonSmoker,Old,Other,-0.39,0.45,0,1
19.82,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.89,-0.38,0,0
19.84,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,0.32,2.13,1,1
19.84,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,-0.81,-0.38,0,0
19.84,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.63,-0.38,0,0
19.84,NoRider,Female,InfraAnnual,Smoker,Young,Other,1.43,-0.38,0,0
19.85,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.95,-0.38,0,0
19.86,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.89,-0.6,0,1
19.86,Rider,Female,Annual,NonSmoker,Middle,Other,0.12,-1.96,0,1
19.86,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.75,-0.38,0,0
19.87,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.93,-0.36,1,1
19.87,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.09,0.37,1,1
19.87,NoRider,Female,Annual,Smoker,Young,EastCoast,2.29,0.15,1,1
19.89,NoRider,Female,Annual,NonSmoker,Old,Other,1.95,-0.38,0,0
19.89,NoRider,Female,Annual,NonSmoker,Young,EastCoast,-0.44,-0.38,0,0
19.9,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.75,0.35,1,1
19.9,NoRider,Female,InfraAnnual,Smoker,Old,EastCoast,-0.75,-0.38,0,0
19.9,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.15,-0.38,0,0
19.91,NoRider,Male,InfraAnnual,Smoker,Old,EastCoast,-0.79,-0.38,0,0
19.92,NoRider,Male,Annual,NonSmoker,Young,Other,-0.6,1.34,1,1
19.92,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.1,-0.38,0,0
19.93,NoRider,Male,Annual,Smoker,Old,EastCoast,-0.75,2.13,0,1
19.93,NoRider,Male,Other,NonSmoker,Young,EastCoast,-0.78,-0.38,0,0
19.93,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.61,0.15,1,1
19.95,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.85,-0.6,1,1
19.95,NoRider,Female,Annual,NonSmoker,Young,Other,-0.83,-0.38,0,0
19.95,NoRider,Female,Other,NonSmoker,Young,Other,-0.27,-0.38,0,0
19.95,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.97,-0.38,0,0
19.96,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.56,-0.16,1,1
19.96,NoRider,Female,Annual,Smoker,Young,Other,-0.43,-0.4,1,1
19.96,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.24,-0.38,0,0
19.96,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,1.6,-0.38,0,0
19.96,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.28,-0.38,0,0
19.96,NoRider,Female,Other,NonSmoker,Middle,Other,-0.04,-0.38,0,0
19.97,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.79,-0.83,1,1
19.97,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.97,0.17,1,1
19.97,NoRider,Male,Other,Smoker,Old,WestCoast,-0.51,-0.38,0,0
19.97,NoRider,Male,Other,Smoker,Middle,Other,2.44,-0.38,0,0
19.97,NoRider,Male,Other,NonSmoker,Middle,EastCoast,0.37,-0.38,0,0
19.98,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.34,0.31,1,1
19.98,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.81,0.37,0,1
19.99,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.99,-2.95,1,1
19.99,Rider,Female,InfraAnnual,NonSmoker,Young,Other,0.51,-0.38,0,0
20.0,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.56,1.24,1,1
20.0,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.03,-0.54,0,1
20.0,Rider,Male,InfraAnnual,Smoker,Young,WestCoast,0.17,-0.38,0,0
20.03,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,-0.29,0.31,1,1
20.03,Rider,Male,Annual,NonSmoker,Old,Other,-0.52,0.27,0,1
20.03,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.81,0.45,0,1
20.03,NoRider,Female,Annual,Smoker,Middle,Other,2.02,-0.38,0,0
20.04,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.15,-0.18,1,1
20.04,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.47,-0.38,0,0
20.04,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-1.0,-0.38,0,0
20.04,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.57,-0.38,0,0
20.05,NoRider,Female,Annual,Smoker,Middle,Other,-0.08,0.31,1,1
20.05,Rider,Male,InfraAnnual,Smoker,Middle,EastCoast,0.99,2.13,1,1
20.07,NoRider,Female,Annual,Smoker,Young,WestCoast,-1.06,-0.83,1,1
20.07,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.6,-0.54,0,1
20.07,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,-0.25,-0.38,0,0
20.07,Rider,Female,Other,Smoker,Young,Other,-1.07,-0.38,0,0
20.07,NoRider,Female,Annual,Smoker,Old,EastCoast,2.48,-0.38,0,0
20.07,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,1.23,-0.38,0,0
20.08,NoRider,Female,Annual,Smoker,Young,WestCoast,0.94,-0.83,1,1
20.08,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.04,0.45,1,1
20.08,NoRider,Female,Annual,NonSmoker,Young,Other,0.65,1.46,1,1
20.08,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.32,-0.38,0,0
20.08,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.81,-0.38,0,0
20.09,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.07,-0.38,0,0
20.09,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,0.84,-0.38,0,0
20.09,Rider,Female,Annual,NonSmoker,Middle,Other,-0.31,-0.38,0,0
20.1,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.05,-0.6,1,1
20.1,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.33,-2.95,1,1
20.1,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.52,1.16,1,1
20.1,NoRider,Male,Other,NonSmoker,Young,Other,-0.46,1.24,1,1
20.1,NoRider,Female,Annual,NonSmoker,Old,WestCoast,-0.52,0.37,1,1
20.1,NoRider,Male,Other,NonSmoker,Young,Other,0.67,0.17,1,1
20.1,NoRider,Female,Other,NonSmoker,Young,WestCoast,-0.0,-0.38,0,0
20.1,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.97,-0.38,0,0
20.11,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,0.07,1.46,1,1
20.11,NoRider,Male,Annual,NonSmoker,Young,Other,-0.93,-0.38,0,0
20.11,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.49,-0.38,0,0
20.11,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.26,-0.38,0,0
20.12,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,0.01,0.31,1,1
20.12,Rider,Male,Annual,NonSmoker,Middle,EastCoast,2.79,1.16,0,1
