policy_year,exposure,insured_birth_year,vehicle_age,policy_holder_age,driver_license_age,vehicle_brand,vehicle_model,mileage,vehicle_power,catalog_value,claim_responsibility_rate,driving_training_label,number_of_liability_claims
1,0.6356164384,1949,7,12,33,SEAT,SE-1982,30000,44,394202,0,No,0
1,0.6246575342,1936,4,10,38,CITROEN,CI-3212,30000,70,551246,0,No,0
1,0.2109589041,1933,0,1,44,AUDI,AU-2523,30000,155,1790472,0,No,0
1,0.2410958904,1936,1,8,41,PEUGEOT,PE-240,30000,88,625229,0,No,0
1,0.298630137,1947,4,8,40,BMW,BM-474,30000,120,1238621,0,No,0
1,0.2547945205,1944,8,8,42,CITROEN,CI-1158,30000,51,404132,0,No,0
1,0.2657534247,1947,0,8,36,PEUGEOT,PE-240,30000,50,572928,0,No,0
1,0.2,1930,13,8,12,CITROEN,CI-2719,30000,65,349000,0,No,0
1,0.402739726,1943,4,25,22,CITROEN,CI-1243,30000,44,370311,0,No,0
1,0.3123287671,1947,10,12,40,NISSAN,NI-2493,30000,66,656199,0,No,0
1,0.3479452055,1949,4,11,35,CITROEN,CI-1262,30000,66,613369,0,No,0
1,0.602739726,1932,9,22,57,RENAULT,RE-3038,30000,43,384299,0,No,0
1,0.6767123288,1949,3,7,42,FORD,FO-2313,30000,110,1028670,0,No,0
1,0.2246575342,1947,0,5,40,VOLKSWAGEN,VO-1852,30000,77,775123,0,No,0
1,0.6767123288,1949,8,3,40,OPEL,OP-1496,30000,55,370727,0,No,0
1,0.3917808219,1943,3,3,34,MERCEDES,ME-1126,30000,80,1033914,0,No,0
1,0.6767123288,1948,3,11,41,RENAULT,RE-2086,30000,68,776795,0,No,0
1,0.2493150685,1947,6,16,17,MERCEDES,ME-270,30000,100,1518558,0,No,0
1,0.3232876712,1944,4,8,45,MINI,MI-2273,30000,85,821967,0,No,0
1,0.4575342466,1938,6,8,40,HONDA,HO-1348,30000,74,633902,0,No,0
1,0.6684931507,1944,4,8,42,VOLKSWAGEN,VO-2991,30000,77,794212,0,No,0
1,0.3506849315,1946,2,5,41,AUDI,AU-953,30000,85,1033274,0,No,0
1,0.2109589041,1944,1,27,26,CITROEN,CI-1262,30000,66,601765,0,No,0
1,0.2356164384,1942,0,9,44,VOLKSWAGEN,VO-1852,30000,66,675905,0,No,0
1,0.6630136986,1944,6,26,45,FIAT,FI-2513,30000,44,410580,0,No,0
1,0.6767123288,1933,9,24,42,VOLKSWAGEN,VO-2461,30000,44,522379,0,No,0
1,0.3424657534,1945,2,13,44,CITROEN,CI-1263,30000,100,1147522,0,No,0
1,0.6136986301,1943,5,3,9,BMW,BM-690,30000,120,1718887,0,No,0
1,0.4383561644,1946,3,3,21,VOLKSWAGEN,VO-1852,30000,100,808068,0,No,0
1,0.2821917808,1933,15,20,31,OPEL,OP-1043,30000,60,353160,0,No,0
1,0.2602739726,1935,5,13,41,AUDI,AU-968,30000,120,1411900,0,No,0
1,0.5095890411,1945,10,7,41,MERCEDES,ME-2306,30000,90,2760006,0,No,0
1,0.4054794521,1925,10,19,20,NISSAN,NI-2258,30000,40,330796,0,No,0
1,0.3397260274,1925,10,5,41,MERCEDES,ME-2840,30000,142,1202535,100,No,0
1,0.4438356164,1927,5,10,20,TOYOTA,TO-3230,30000,48,470244,100,No,1
1,0.3589041096,1930,12,8,18,PEUGEOT,PE-396,30000,55,0,100,No,1
1,0.6273972603,1944,8,4,16,RENAULT,RE-2214,30000,79,0,100,No,1
1,0.6082191781,1943,7,7,46,PEUGEOT,PE-733,30000,98,1352223,100,No,1
1,0.6219178082,1934,7,24,26,FORD,FO-2313,30000,81,0,100,No,0
1,0.3561643836,1946,9,9,36,MERCEDES,ME-270,30000,90,1148763,0,No,0
1,0.4246575342,1949,1,8,30,RENAULT,RE-2214,30000,85,864809,0,No,0
1,0.6191780822,1934,8,8,34,TOYOTA,TO-1100,30000,81,630770,0,No,0
1,0.597260274,1942,2,8,37,MITSUBISHI,MI-1441,30000,70,499731,0,No,0
1,0.4109589041,1935,7,7,40,TOYOTA,TO-1471,30000,81,581762,0,No,0
1,0.6164383562,1941,11,6,40,FORD,FO-2313,30000,66,578514,0,No,0
1,0.6082191781,1949,4,5,43,RENAULT,RE-1406,30000,48,397398,0,No,0
1,0.5753424658,1938,4,4,41,RENAULT,RE-2086,30000,88,762426,0,No,0
1,0.397260274,1938,5,3,41,PEUGEOT,PE-225,30000,50,450074,0,No,0
1,0.5397260274,1943,6,3,36,VOLKSWAGEN,VO-2989,30000,162,1847733,0,No,0
1,0.2794520548,1935,0,2,42,OPEL,OP-1496,30000,59,484080,0,No,0
1,0.5616438356,1948,2,2,40,CITROEN,CI-1258,30000,50,461974,0,No,0
1,0.5890410959,1947,6,2,38,FIAT,FI-2191,30000,81,646773,0,No,0
1,0.6273972603,1945,7,2,42,AUDI,AU-3030,30000,110,1206972,0,No,0
1,0.3534246575,1947,3,0,37,VOLKSWAGEN,VO-1803,30000,40,341720,0,No,0
1,0.6109589041,1945,1,1,41,AUDI,AU-967,30000,140,1735588,0,No,0
1,0.2,1948,2,1,33,FORD,FO-1785,30000,85,705950,0,No,0
1,0.6273972603,1930,8,8,41,PEUGEOT,PE-2413,30000,51,396695,0,No,0
1,0.5835616438,1940,10,8,49,MERCEDES,ME-139,30000,66,753001,0,No,0
1,0.6136986301,1930,1,11,42,MERCEDES,ME-182,30000,100,1271637,0,No,0
1,0.6136986301,1938,9,11,42,TOYOTA,TO-1100,30000,81,695865,0,No,0
1,0.2821917808,1949,8,13,38,RENAULT,RE-2214,30000,75,719828,0,No,0
1,0.4465753425,1947,11,11,26,VOLKSWAGEN,VO-1852,30000,66,586779,0,No,0
1,0.5726027397,1946,2,2,42,VOLKSWAGEN,VO-2418,30000,100,1290880,0,No,0
1,0.2328767123,1930,17,12,41,AUDI,AU-806,30000,66,599164,0,No,0
1,0.602739726,1944,1,9,42,PEUGEOT,PE-42,30000,80,543825,0,No,0
1,0.602739726,1938,4,4,42,CITROEN,CI-1258,30000,54,512418,0,No,0
1,0.5205479452,1939,13,2,26,DAEWOO,DA-2368,30000,66,497001,0,No,0
1,0.3561643836,1949,3,13,19,FIAT,FI-2513,30000,57,411401,0,No,0
1,0.5917808219,1948,1,11,19,MERCEDES,ME-139,30000,85,971709,0,No,0
1,0.3589041096,1937,4,3,41,MERCEDES,ME-246,30000,110,1666848,0,No,0
1,0.5561643836,1947,4,3,42,CITROEN,CI-1262,30000,80,673444,0,No,0
1,0.3561643836,1949,0,18,40,TOYOTA,TO-1117,30000,50,408901,0,No,0
1,0.4082191781,1947,4,11,41,ISUZU,IS-19,30000,96,942947,0,No,0
1,0.5808219178,1941,7,8,31,HONDA,HO-983,30000,100,685780,100,No,1
1,0.2191780822,1930,7,18,32,PEUGEOT,PE-225,30000,44,0,100,No,0
1,0.3863013699,1919,3,8,42,CITROEN,CI-1262,30000,100,860142,0,No,0
1,0.2438356164,1943,8,8,47,MERCEDES,ME-270,30000,105,0,100,No,1
1,0.4164383562,1941,4,4,19,FORD,FO-1785,30000,80,698124,100,No,1
1,0.4547945205,1929,8,8,19,TOYOTA,TO-3230,30000,63,383396,0,No,0
1,0.6136986301,1942,3,8,40,HONDA,HO-2022,30000,61,444748,0,No,0
1,0.6109589041,1930,4,17,42,RENAULT,RE-2086,30000,82,696781,0,No,0
1,0.4191780822,1947,12,14,39,MAZDA,MA-741,30000,66,576034,0,No,0
1,0.3205479452,1925,3,8,39,OPEL,OP-2246,30000,55,600460,0,No,0
1,0.6109589041,1942,2,14,19,CITROEN,CI-3212,30000,66,799458,0,No,0
1,0.202739726,1927,13,12,42,OPEL,OP-1043,30000,44,428934,0,No,0
1,0.5232876712,1949,7,8,40,PEUGEOT,PE-429,30000,50,590097,0,No,0
1,0.3123287671,1934,9,25,48,VOLKSWAGEN,VO-1174,30000,55,541001,0,No,0
1,0.4383561644,1948,7,23,34,AUDI,AU-953,30000,74,829280,0,No,0
1,0.6356164384,1936,5,17,49,BMW,BM-3146,30000,155,1849589,0,No,0
1,0.5726027397,1931,12,14,30,BMW,BM-455,30000,66,689097,0,No,0
1,0.6328767123,1929,8,12,42,AUDI,AU-953,30000,96,920385,0,No,0
1,0.4575342466,1938,9,9,14,BMW,BM-684,30000,120,1629431,0,No,0
1,0.4630136986,1945,0,8,30,MINI,MI-2273,30000,80,1046838,0,No,0
1,0.6493150685,1949,8,8,40,BMW,BM-455,30000,85,962532,0,No,0
1,0.6356164384,1940,6,8,39,CITROEN,CI-2719,30000,44,296741,0,No,0
1,0.5287671233,1939,1,6,33,MAZDA,MA-650,30000,103,997664,0,No,0
1,0.6383561644,1931,2,8,40,VOLKSWAGEN,VO-2461,30000,47,401374,0,No,0
1,0.2602739726,1946,2,6,37,CITROEN,CI-1258,30000,44,483413,0,No,0
1,0.402739726,1942,3,5,47,TOYOTA,TO-3230,30000,64,525086,0,No,0
1,0.6520547945,1946,4,4,43,VOLKSWAGEN,VO-1852,30000,110,826970,0,No,0
1,0.4821917808,1949,4,4,40,BMW,BM-704,30000,170,1770878,0,No,0
1,0.2547945205,1945,6,2,40,CITROEN,CI-1258,30000,54,483413,0,No,0
1,0.6383561644,1946,13,2,40,HYUNDAI,HY-1707,30000,62,350000,0,No,0
1,0.6356164384,1940,4,2,42,FORD,FO-2313,30000,85,833464,0,No,0
1,0.5808219178,1947,0,1,20,OPEL,OP-3074,30000,88,989163,0,No,0
1,0.6438356164,1943,8,1,29,VOLKSWAGEN,VO-2418,30000,85,760333,0,No,0
1,0.2821917808,1941,4,1,42,CHEVROLET,CH-2200,30000,38,293271,0,No,0
1,0.3945205479,1938,5,6,41,OPEL,OP-1043,30000,77,684779,0,No,0
1,0.3095890411,1933,3,15,41,LANCIA,LA-3240,30000,51,623293,0,No,0
1,0.3068493151,1939,2,11,17,MERCEDES,ME-474,30000,165,1840682,0,No,0
1,0.3260273973,1930,13,13,20,PEUGEOT,PE-205,30000,44,0,100,No,0
1,0.2849315068,1949,1,12,24,TOYOTA,TO-1117,30000,50,323887,0,No,0
1,0.4739726027,1949,4,11,40,OPEL,OP-3074,30000,88,963125,0,No,0
1,0.597260274,1944,6,12,40,RENAULT,RE-1406,30000,60,475078,0,No,0
1,0.2410958904,1947,2,11,40,BMW,BM-455,30000,90,1315933,0,No,0
1,0.5561643836,1946,1,10,29,CITROEN,CI-1158,30000,66,589431,0,No,0
1,0.3863013699,1948,1,30,40,VOLKSWAGEN,VO-2461,30000,51,404733,0,No,0
1,0.295890411,1943,3,10,29,VOLKSWAGEN,VO-1852,30000,66,670315,0,No,0
1,0.5753424658,1948,3,9,41,FORD,FO-1749,30000,59,463910,0,No,0
1,0.6082191781,1929,10,3,60,CHEVROLET,CH-3013,30000,137,985736,0,No,0
1,0.397260274,1949,1,2,19,TOYOTA,TO-3230,30000,64,502916,0,No,0
1,0.6082191781,1939,12,19,50,OPEL,OP-3074,30000,85,0,100,No,1
1,0.4054794521,1949,2,1,41,FORD,FO-2313,30000,92,902982,0,No,0
1,0.3150684932,1941,6,9,42,MERCEDES,ME-270,30000,110,1731634,0,No,0
1,0.4136986301,1941,4,15,40,SEAT,SE-1982,30000,47,437527,0,No,0
1,0.6136986301,1931,16,13,33,MERCEDES,ME-308,30000,83,917002,0,No,0
1,0.3315068493,1938,1,18,42,VOLKSWAGEN,VO-2031,30000,77,716451,50,No,0
1,0.5534246575,1938,6,22,51,VOLKSWAGEN,VO-1852,30000,77,637058,100,No,1
1,0.2575342466,1934,4,20,42,AUDI,AU-946,30000,77,847140,100,No,1
1,0.5095890411,1944,1,1,36,RENAULT,RE-1406,30000,63,571093,0,No,0
1,0.3178082192,1939,10,3,18,FIAT,FI-2406,30000,51,414977,100,No,1
1,0.3616438356,1949,12,16,17,BMW,BM-455,30000,66,0,100,No,1
1,0.5616438356,1938,11,6,29,BMW,BM-455,30000,85,0,100,No,1
1,0.5260273973,1941,2,1,19,MERCEDES,ME-664,30000,285,4035947,0,No,0
1,0.4191780822,1940,12,10,42,OPEL,OP-3074,30000,60,578513,0,No,0
1,0.3397260274,1928,8,14,39,OPEL,OP-1043,30000,74,527243,0,No,0
1,0.2109589041,1945,7,2,28,MERCEDES,ME-270,30000,82,1635383,0,No,0
1,0.3890410959,1938,11,1,42,AUDI,AU-953,30000,74,760001,0,No,0
1,0.2109589041,1948,3,3,41,MERCEDES,ME-144,30000,80,923301,0,No,0
1,0.6054794521,1932,3,17,57,VOLKSWAGEN,VO-2418,30000,100,1077219,0,No,0
1,0.2164383562,1939,9,8,41,TOYOTA,TO-1100,30000,81,549901,0,No,0
1,0.7698630137,1933,2,11,42,TOYOTA,TO-3230,30000,64,512560,0,No,0
1,0.2849315068,1942,3,19,41,PEUGEOT,PE-600,30000,80,857507,0,No,0
1,0.2054794521,1946,2,6,29,SEAT,SE-2141,30000,103,851173,0,No,0
1,0.2410958904,1927,5,12,20,PEUGEOT,PE-600,30000,85,740158,0,No,0
1,0.3287671233,1945,5,1,38,MERCEDES,ME-270,30000,110,1339288,0,No,0
1,0.2191780822,1943,12,6,40,VOLKSWAGEN,VO-1852,30000,81,0,50,No,1
1,0.7342465753,1922,15,21,42,ROVER,RO-76,30000,55,376862,100,No,1
1,0.2520547945,1947,3,8,42,MERCEDES,ME-1436,30000,155,2420400,0,No,0
1,0.6191780822,1940,6,8,41,BMW,BM-474,30000,110,947223,0,No,0
1,0.3643835616,1949,0,30,34,CITROEN,CI-1158,30000,55,648586,0,No,0
1,0.3178082192,1943,6,15,30,FORD,FO-1785,30000,74,706616,0,No,0
1,0.3369863014,1939,5,13,18,MERCEDES,ME-270,30000,110,1403063,0,No,0
1,0.7753424658,1925,9,12,40,DAEWOO,DA-2119,30000,55,355372,0,No,0
1,0.5095890411,1942,6,12,41,LAND ROVER,LA-1806,30000,82,1085146,0,No,0
1,0.3890410959,1947,7,11,30,CITROEN,CI-3212,30000,85,484039,0,No,0
1,0.7178082192,1948,9,11,32,ALFA ROMEO,AL-137,30000,100,1036738,0,No,0
1,0.3150684932,1945,9,9,42,AUDI,AU-953,30000,85,826448,0,No,0
1,0.4630136986,1947,8,8,36,MERCEDES,ME-270,30000,100,1595043,0,No,0
1,0.2767123288,1942,9,2,19,MERCEDES,ME-270,30000,100,1036366,0,No,0
1,0.5287671233,1941,3,3,44,VOLVO,VO-3176,30000,154,1871776,0,No,0
1,0.4246575342,1941,4,3,41,MERCEDES,ME-144,30000,81,683412,0,No,0
1,0.6657534247,1941,4,3,41,ALFA ROMEO,AL-119,30000,85,787963,0,No,0
1,0.7342465753,1944,6,5,35,AUDI,AU-968,30000,120,1322285,0,No,0
1,0.7479452055,1931,8,18,38,DAIHATSU,DA-1537,30000,41,297521,0,No,0
1,0.4931506849,1940,9,8,42,NISSAN,NI-2258,30000,40,378058,0,No,0
1,0.5068493151,1944,2,9,45,MERCEDES,ME-474,30000,155,2952847,0,No,0
1,0.7287671233,1934,9,3,56,VOLKSWAGEN,VO-1852,30000,81,660002,0,No,0
1,0.6547945205,1947,5,1,42,MERCEDES,ME-270,30000,105,1346710,0,No,0
1,0.5342465753,1940,2,2,39,TOYOTA,TO-1471,30000,66,578879,100,No,1
1,0.3726027397,1947,13,2,37,ALFA ROMEO,AL-115,30000,66,0,100,No,1
1,0.5808219178,1945,12,9,18,FORD,FO-1673,30000,66,0,100,No,1
1,0.4849315068,1938,3,21,51,RENAULT,RE-1406,30000,50,450880,0,No,0
1,0.4657534247,1938,2,17,40,OPEL,OP-2246,30000,66,592876,0,No,0
1,0.4191780822,1939,2,9,42,SKODA,SK-1735,30000,59,433404,0,No,0
1,0.4547945205,1926,1,8,59,RENAULT,RE-1406,30000,55,480412,0,No,0
1,0.6657534247,1938,4,4,38,VOLKSWAGEN,VO-1852,30000,85,727737,0,No,0
1,0.4136986301,1934,5,8,42,CITROEN,CI-1258,30000,54,441739,0,No,0
1,0.3890410959,1939,5,5,39,TOYOTA,TO-2115,30000,183,1934141,0,No,0
1,0.3342465753,1946,10,5,45,VOLKSWAGEN,VO-1852,30000,74,557024,0,No,0
1,0.6520547945,1939,7,10,36,TOYOTA,TO-1322,30000,105,1040973,100,No,1
1,0.4684931507,1948,4,2,41,FORD,FO-1785,30000,80,797465,100,No,1
1,0.301369863,1935,3,3,20,LAND ROVER,LA-1806,30000,82,0,100,No,1
1,0.2164383562,1949,6,10,39,CITROEN,CI-1263,30000,80,0,0,No,0
1,0.504109589,1937,6,5,14,LAND ROVER,LA-2579,30000,210,0,100,No,1
1,0.802739726,1945,5,8,34,FORD,FO-1813,30000,59,544256,0,No,0
1,0.3452054795,1941,8,14,41,SUZUKI,SU-1142,30000,63,371128,0,No,0
1,0.5315068493,1942,5,8,41,NISSAN,NI-1013,30000,72,575087,0,No,0
1,0.4219178082,1936,8,8,41,BMW,BM-474,30000,120,1179141,0,No,0
1,0.5808219178,1945,4,5,41,RENAULT,RE-2214,30000,83,754574,0,No,0
1,0.7260273973,1946,7,2,40,BMW,BM-474,30000,110,1111367,0,No,0
1,0.802739726,1949,2,2,33,OPEL,OP-1043,30000,74,703116,0,No,0
1,0.6,1944,1,0,46,VOLVO,VO-1261,30000,100,1037504,0,No,0
1,0.5835616438,1947,0,0,37,VOLKSWAGEN,VO-2977,30000,100,1145843,0,No,0
1,0.3205479452,1943,2,19,19,CITROEN,CI-1158,30000,66,621769,0,No,0
1,0.802739726,1944,5,13,19,JAGUAR,JA-3143,30000,96,1401991,0,No,0
1,0.3095890411,1945,4,11,40,PEUGEOT,PE-2413,30000,66,586099,0,No,0
1,0.4904109589,1928,10,10,41,SEAT,SE-1982,30000,47,369000,0,No,0
1,0.7917808219,1940,5,5,41,MINI,MI-2273,30000,85,796150,0,No,0
1,0.2054794521,1940,6,1,50,BMW,BM-518,30000,150,1483543,0,No,0
1,0.397260274,1935,8,8,40,OPEL,OP-1043,30000,74,593001,0,No,0
1,0.5150684932,1936,8,4,41,OPEL,OP-3248,30000,74,598322,0,No,0
1,0.2301369863,1946,7,4,40,FORD,FO-2313,30000,85,798732,0,No,0
1,0.2054794521,1949,7,3,40,OPEL,OP-3074,30000,92,592685,0,No,0
1,0.3780821918,1937,7,2,41,TOYOTA,TO-1100,30000,81,596765,0,No,0
1,0.2465753425,1941,2,2,48,MERCEDES,ME-1436,30000,155,2203128,0,No,0
1,0.3698630137,1947,5,0,42,MERCEDES,ME-270,30000,100,1290920,0,No,0
1,0.397260274,1931,5,12,41,OPEL,OP-1496,30000,55,438405,0,No,1
1,0.704109589,1949,4,2,19,HONDA,HO-2022,30000,61,504250,0,No,0
1,0.3698630137,1938,6,6,42,PEUGEOT,PE-429,30000,79,728787,0,No,0
1,0.4575342466,1947,8,3,41,MERCEDES,ME-156,30000,92,877556,0,No,0
1,0.4767123288,1948,3,3,41,MERCEDES,ME-2296,30000,140,2218659,0,No,0
1,0.3726027397,1941,3,3,40,JAGUAR,JA-3143,30000,110,1206851,0,No,0
1,0.6082191781,1946,5,1,8,TOYOTA,TO-1471,30000,85,886946,0,No,0
1,0.501369863,1938,5,10,42,RENAULT,RE-2214,30000,85,695762,0,No,0
1,0.5397260274,1949,10,10,42,MERCEDES,ME-296,30000,125,1437406,0,No,0
1,0.7808219178,1949,1,18,20,FORD,FO-1785,30000,85,871477,0,No,0
1,0.7863013699,1940,4,25,20,CITROEN,CI-1258,30000,44,407400,0,No,0
1,0.4876712329,1947,6,7,23,PEUGEOT,PE-225,30000,50,463910,100,No,1
1,0.3780821918,1940,0,19,49,FORD,FO-1785,30000,74,765935,100,No,1
1,0.6273972603,1943,7,20,44,VOLKSWAGEN,VO-2461,30000,55,724304,100,No,1
1,0.5452054795,1947,11,11,18,ALFA ROMEO,AL-126,30000,106,698805,0,No,0
1,0.6575342466,1947,12,11,42,SUZUKI,SU-1142,30000,63,442150,0,No,0
1,0.2054794521,1946,1,1,32,DACIA,DA-2150,30000,50,436738,0,No,0
1,0.6465753425,1943,1,1,41,VOLVO,VO-3059,30000,80,956824,0,No,0
1,0.6602739726,1949,7,2,42,JAGUAR,JA-2650,30000,147,1328557,0,No,0
1,0.5397260274,1938,3,21,42,OPEL,OP-994,30000,59,403400,0,No,0
1,0.7095890411,1925,5,20,42,CITROEN,CI-1258,30000,50,665610,0,No,0
1,0.6794520548,1949,2,15,40,VOLKSWAGEN,VO-2991,30000,77,1029868,0,No,0
1,0.7068493151,1935,2,12,20,CITROEN,CI-1263,30000,100,1023502,0,No,0
1,0.4054794521,1934,13,13,42,CITROEN,CI-3208,30000,80,0,100,No,1
1,0.3863013699,1944,2,30,45,AUDI,AU-953,30000,188,1588589,0,No,0
1,0.6109589041,1949,11,0,11,OPEL,OP-1496,30000,44,0,100,No,1
1,0.7260273973,1926,3,9,36,PEUGEOT,PE-429,30000,65,570094,100,No,1
1,0.2191780822,1936,16,8,53,OPEL,OP-3074,30000,55,471516,100,No,1
1,0.5863013699,1943,0,8,19,LANCIA,LA-1572,30000,85,1129116,0,No,0
1,0.7260273973,1939,4,8,10,VOLKSWAGEN,VO-1852,30000,77,685215,0,No,0
1,0.4931506849,1936,4,8,54,FORD,FO-1749,30000,51,416470,0,No,0
1,0.4821917808,1942,2,8,41,TOYOTA,TO-1086,30000,91,715451,0,No,0
1,0.7260273973,1941,6,22,42,BMW,BM-474,30000,110,1181529,0,No,0
1,0.6712328767,1939,2,17,42,LAND ROVER,LA-1571,30000,90,1591206,0,No,0
1,0.2465753425,1949,6,15,36,OPEL,OP-3248,30000,74,584930,0,No,0
1,0.7150684932,1943,5,16,20,OPEL,OP-3074,30000,90,887480,0,No,0
1,0.4520547945,1940,8,15,42,LAND ROVER,LA-2579,30000,100,1771822,0,No,0
1,0.6273972603,1941,6,11,41,CITROEN,CI-1258,30000,50,498082,0,No,0
1,0.2356164384,1947,3,11,27,VOLKSWAGEN,VO-1852,30000,66,618196,0,No,0
1,0.4821917808,1946,5,10,20,VOLKSWAGEN,VO-1174,30000,96,750123,0,No,0
1,0.7260273973,1947,1,11,37,TOYOTA,TO-1086,30000,66,548712,0,No,0
1,0.2876712329,1941,3,3,41,AUDI,AU-953,30000,100,1121913,0,No,0
1,0.5671232877,1945,4,4,39,MERCEDES,ME-328,30000,120,1912116,0,No,0
1,0.704109589,1930,7,7,42,VOLKSWAGEN,VO-2461,30000,47,391424,0,No,0
1,0.4082191781,1940,5,13,18,MERCEDES,ME-182,30000,90,766460,0,No,0
1,0.4136986301,1946,7,14,34,FORD,FO-1785,30000,85,0,100,No,1
1,0.3643835616,1942,3,3,41,CITROEN,CI-1258,30000,54,437705,100,No,1
1,0.3342465753,1939,5,11,41,CITROEN,CI-1258,30000,44,383396,100,No,1
1,0.5561643836,1944,7,7,13,SEAT,SE-2141,30000,66,574260,100,No,1
1,0.4821917808,1943,0,0,41,RENAULT,RE-2086,30000,110,1025169,100,No,1
1,0.6849315068,1941,9,3,42,CITROEN,CI-3149,30000,66,702480,100,No,1
1,0.701369863,1948,9,5,20,CITROEN,CI-2719,30000,44,279355,100,No,1
1,0.7150684932,1946,2,12,27,LANCIA,LA-3048,30000,57,464735,100,No,1
1,0.2356164384,1948,1,28,42,PEUGEOT,PE-240,30000,50,558951,0,No,0
1,0.5479452055,1944,4,18,40,CHEVROLET,CH-2200,30000,38,265452,0,No,0
1,0.4438356164,1939,3,9,40,CITROEN,CI-1262,30000,66,653441,0,No,0
1,0.4876712329,1943,2,18,41,FORD,FO-2313,30000,103,881792,0,No,0
1,0.2328767123,1946,3,14,40,MITSUBISHI,MI-1441,30000,55,367094,0,No,0
1,0.2246575342,1946,7,12,33,ALFA ROMEO,AL-126,30000,85,927820,0,No,0
1,0.2794520548,1949,0,11,41,HYUNDAI,HY-2203,30000,76,673395,0,No,0
1,0.3452054795,1944,6,5,30,MERCEDES,ME-270,30000,110,1323884,0,No,0
1,0.6712328767,1946,4,4,19,RENAULT,RE-2086,30000,85,778440,0,No,0
1,0.704109589,1948,4,4,42,VOLKSWAGEN,VO-2418,30000,100,1112496,0,No,0
1,0.6684931507,1949,4,3,24,FORD,FO-2313,30000,85,863154,0,No,0
1,0.3452054795,1941,6,3,40,VOLVO,VO-3179,30000,120,1512750,0,No,0
1,0.7150684932,1937,2,2,42,MERCEDES,ME-270,30000,120,1655957,0,No,0
1,0.2191780822,1938,1,12,41,CITROEN,CI-1258,30000,50,513447,0,No,0
1,0.2931506849,1944,1,20,42,DACIA,DA-2694,30000,55,265043,0,No,0
1,0.3945205479,1944,5,8,45,PEUGEOT,PE-429,30000,66,661442,0,No,0
1,0.7068493151,1940,8,9,19,CHRYSLER,CH-2742,30000,149,1206614,0,No,0
1,0.3835616438,1949,8,8,16,OPEL,OP-1043,30000,55,486980,0,No,0
1,0.3890410959,1935,9,13,19,OPEL,OP-1496,30000,49,449991,0,No,0
1,0.2410958904,1945,9,7,39,OPEL,OP-1496,30000,48,0,100,No,1
1,0.5068493151,1934,16,1,41,FORD,FO-1749,30000,39,0,100,No,1
1,0.5945205479,1937,5,8,51,RENAULT,RE-1406,30000,55,362414,0,No,0
1,0.2246575342,1947,11,16,20,OPEL,OP-1043,30000,55,459836,0,No,0
1,0.6356164384,1938,8,15,41,HONDA,HO-1348,30000,81,703001,0,No,0
1,0.5150684932,1946,2,13,41,VOLKSWAGEN,VO-2991,30000,77,938711,0,No,0
1,0.495890411,1942,6,12,47,OPEL,OP-2387,30000,110,1330219,0,No,0
1,0.7424657534,1949,3,11,19,PEUGEOT,PE-600,30000,100,995792,0,No,0
1,0.4904109589,1929,8,11,41,RENAULT,RE-1406,30000,48,494748,0,No,0
1,0.7397260274,1939,3,13,40,OPEL,OP-1450,30000,55,599899,0,No,0
1,0.2246575342,1944,11,11,45,PORSCHE,PO-1183,30000,150,1359603,0,No,0
1,0.301369863,1947,8,9,42,VOLKSWAGEN,VO-1174,30000,85,651241,0,No,0
1,0.3260273973,1940,5,9,51,FORD,FO-1749,30000,51,490131,0,No,0
1,0.7452054795,1949,8,8,13,ALFA ROMEO,AL-126,30000,81,802302,0,No,0
1,0.301369863,1944,8,8,38,BMW,BM-690,30000,120,1790208,0,No,0
1,0.402739726,1946,4,7,44,MERCEDES,ME-270,30000,110,1192047,0,No,0
1,0.504109589,1945,7,7,30,BMW,BM-474,30000,110,1148357,0,No,0
1,0.2328767123,1943,6,7,42,VOLKSWAGEN,VO-1852,30000,74,799283,0,No,0
1,0.5260273973,1942,10,5,41,MAZDA,MA-488,30000,54,428894,0,No,0
1,0.3479452055,1941,2,2,38,CITROEN,CI-1258,30000,44,431738,0,No,0
1,0.7424657534,1948,8,8,41,VOLKSWAGEN,VO-1852,30000,75,647093,0,No,0
1,0.3178082192,1949,4,7,39,RENAULT,RE-2086,30000,88,1173527,0,No,0
1,0.7260273973,1947,5,7,35,CITROEN,CI-3212,30000,85,575087,0,No,0
1,0.5561643836,1944,9,5,20,RENAULT,RE-1406,30000,47,384278,0,No,0
1,0.7178082192,1942,5,4,42,KIA,KI-2856,30000,103,1058118,0,No,0
1,0.6904109589,1949,9,3,36,VOLKSWAGEN,VO-1852,30000,74,583316,0,No,0
1,0.5150684932,1947,3,2,14,CITROEN,CI-1263,30000,80,930929,0,No,0
1,0.2054794521,1934,6,2,41,CITROEN,CI-1268,30000,79,996841,0,No,0
1,0.4602739726,1937,7,2,29,RENAULT,RE-2732,30000,102,831004,0,No,0
1,0.698630137,1930,2,2,42,SUZUKI,SU-2039,30000,63,502528,0,No,0
1,0.7205479452,1949,6,1,37,PEUGEOT,PE-429,30000,100,722610,0,No,0
1,0.5068493151,1941,4,0,40,VOLKSWAGEN,VO-2798,30000,96,1069252,0,No,0
1,0.6876712329,1943,4,1,18,FORD,FO-2313,30000,110,986496,0,No,0
1,0.3945205479,1948,0,0,41,SKODA,SK-1735,30000,59,544423,0,No,0
